Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region
52,0,Married,86,1-5 years,50,1,Medium,100,Full Coverage,0,2286,1,0,0,50,Online,10,1,5,0,2,5,716,-50,Rural,0
43,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,6,1,2,5,3,8,750,-50,Urban,100
21,0,Widowed,0,>5 years,0,1,Medium,100,Liability-Only,-200,2100,0,0,0,0,Online,1,1,6,6,1,6,787,-50,Urban,100
42,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,3,1,3,1,3,10,740,-50,Urban,100
45,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2086,0,1,0,50,Online,29,1,8,4,2,4,745,-50,Urban,100
26,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,7,1,3,3,3,2,729,-50,Urban,100
42,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,1,0,0,50,Online,21,0,10,1,3,99,837,-50,Urban,100
40,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,28,0,5,3,3,99,668,50,Suburban,50
22,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2286,0,0,0,0,Online,9,0,6,1,3,99,753,-50,Suburban,50
45,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,0,0,0,0,Agent,14,0,8,2,2,99,767,-50,Urban,100
48,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2350,0,0,0,0,Online,15,1,4,2,2,9,696,50,Urban,100
56,1,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Online,23,1,4,3,3,8,640,50,Rural,0
55,1,Divorced,0,1-5 years,50,0,High,0,Full Coverage,0,2150,0,0,0,0,Online,19,1,3,2,2,7,752,-50,Rural,0
19,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,1,0,50,Online,10,1,3,2,1,12,661,50,Urban,100
25,0,Married,86,<1 year,100,0,Medium,0,Full Coverage,0,2386,0,0,0,0,Online,16,0,5,2,2,99,724,-50,Urban,100
47,0,Widowed,0,1-5 years,50,2,Low,100,Full Coverage,0,2400,0,0,0,0,Online,1,1,5,1,3,14,696,50,Suburban,50
47,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2336,0,0,0,0,Online,28,0,5,0,3,99,745,-50,Urban,100
47,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2150,1,0,0,50,Online,7,0,2,1,2,99,779,-50,Urban,100
90,1,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2100,0,0,0,0,Online,11,0,3,2,1,99,736,-50,Urban,100
48,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2200,0,0,0,0,Agent,24,0,4,0,1,99,792,-50,Suburban,50
57,1,Married,86,<1 year,100,1,Medium,100,Full Coverage,0,2436,1,0,1,100,Online,15,1,5,2,2,11,685,50,Suburban,50
54,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Online,13,1,2,2,1,5,775,-50,Rural,0
49,0,Divorced,0,>5 years,0,1,Medium,100,Liability-Only,-200,2100,0,0,0,0,Online,19,1,3,1,2,5,706,-50,Urban,100
35,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,11,1,8,2,3,6,775,-50,Urban,100
51,0,Married,86,<1 year,100,0,Medium,0,Liability-Only,-200,2086,0,1,0,50,Agent,13,1,4,3,2,3,757,-50,Suburban,50
28,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,1,1,0,100,Online,8,1,8,1,1,9,732,-50,Urban,100
36,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2286,0,0,0,0,Online,27,1,6,2,1,2,688,50,Rural,0
32,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2086,0,0,0,0,Online,22,0,6,1,1,99,705,-50,Suburban,50
41,0,Married,86,1-5 years,50,0,Medium,0,Full Coverage,0,2386,0,1,0,50,Online,29,0,3,3,1,99,686,50,Urban,100
74,1,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2200,0,0,0,0,Agent,26,0,3,3,2,99,709,-50,Rural,0
18,0,Single,0,1-5 years,50,1,High,200,Full Coverage,0,2400,1,1,0,100,Agent,27,1,3,1,2,3,645,50,Suburban,50
50,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Agent,10,1,5,3,2,13,746,-50,Suburban,50
18,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,0,1,50,Online,16,1,4,3,2,3,750,-50,Urban,100
32,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,1,0,50,Agent,17,1,6,1,3,5,727,-50,Urban,100
56,1,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,0,0,0,Online,17,1,3,0,3,6,717,-50,Rural,0
40,0,Married,86,>5 years,0,2,Low,100,Liability-Only,-200,2136,0,0,0,0,Online,13,1,8,1,2,10,752,-50,Suburban,50
23,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,1,0,0,50,Agent,13,1,9,2,3,13,814,-50,Urban,100
29,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2086,1,1,0,100,Online,15,0,3,0,2,99,703,-50,Rural,0
50,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,2000,0,0,1,50,Online,12,1,1,1,1,6,741,-50,Urban,100
29,0,Divorced,0,<1 year,100,0,Low,0,Liability-Only,-200,2100,0,0,0,0,Agent,11,1,3,2,1,14,708,-50,Urban,100
43,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,1,0,0,50,Online,1,1,6,3,3,10,627,50,Rural,0
40,0,Divorced,0,>5 years,0,2,Low,100,Liability-Only,-200,2200,0,0,0,0,Online,3,0,7,3,2,99,695,50,Urban,100
30,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2286,0,0,1,50,Agent,18,1,8,4,2,3,653,50,Suburban,50
72,1,Married,86,>5 years,0,1,High,200,Full Coverage,0,2486,0,0,0,0,Online,28,0,3,2,2,99,725,-50,Urban,100
49,0,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,1,0,50,Online,12,0,7,2,2,99,765,-50,Urban,100
18,0,Single,0,1-5 years,50,1,Medium,100,Full Coverage,0,2250,1,1,0,100,Online,26,1,0,1,2,12,771,-50,Urban,100
42,0,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2000,0,0,1,50,Agent,1,0,2,2,3,99,708,-50,Suburban,50
30,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2250,0,0,0,0,Online,22,1,1,3,2,4,668,50,Suburban,50
52,0,Divorced,0,1-5 years,50,2,Low,100,Full Coverage,0,2300,0,0,0,0,Online,20,1,9,2,1,2,850,-50,Suburban,50
28,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2150,0,0,0,0,Agent,2,1,2,2,3,7,755,-50,Rural,0
38,0,Divorced,0,1-5 years,50,0,High,0,Full Coverage,0,2200,0,1,1,100,Online,30,1,3,3,1,6,660,50,Suburban,50
47,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Agent,21,1,2,1,1,12,773,-50,Suburban,50
52,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2100,0,0,1,50,Online,18,0,3,2,1,99,817,-50,Rural,0
21,0,Widowed,0,<1 year,100,1,Low,50,Full Coverage,0,2350,0,0,0,0,Online,1,1,2,3,3,2,717,-50,Urban,100
34,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2136,1,0,1,100,Online,3,0,4,2,1,99,696,50,Urban,100
32,0,Divorced,0,<1 year,100,2,Medium,200,Liability-Only,-200,2150,1,1,0,100,Online,26,0,7,3,2,99,701,-50,Suburban,50
30,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,0,1,0,50,Online,10,1,3,4,2,5,667,50,Suburban,50
66,1,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2486,0,0,0,0,Online,16,1,7,3,1,9,685,50,Urban,100
46,0,Single,0,>5 years,0,0,High,0,Liability-Only,-200,1900,0,1,0,50,Online,28,1,7,4,2,6,738,-50,Suburban,50
21,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,0,0,0,0,Online,15,0,7,4,3,99,735,-50,Suburban,50
53,0,Single,0,1-5 years,50,2,Low,100,Liability-Only,-200,2150,0,0,0,0,Agent,3,1,5,1,3,5,662,50,Rural,0
71,1,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,13,1,6,4,1,9,703,-50,Rural,0
55,1,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2236,0,0,0,0,Online,30,1,6,2,2,5,743,-50,Urban,100
18,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Online,24,0,8,2,1,99,688,50,Rural,0
32,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,7,0,4,2,3,99,729,-50,Suburban,50
59,1,Married,86,<1 year,100,0,High,0,Full Coverage,0,2286,0,1,0,50,Online,30,1,5,1,3,9,707,-50,Suburban,50
29,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2236,1,0,0,50,Referral,11,1,8,1,3,7,764,-50,Urban,100
46,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,0,0,0,Agent,30,1,4,0,2,9,685,50,Suburban,50
51,0,Single,0,>5 years,0,0,Low,0,Liability-Only,-200,2000,0,0,0,0,Online,3,1,4,1,3,13,749,-50,Urban,100
26,0,Single,0,1-5 years,50,4,Low,200,Full Coverage,0,2400,0,1,0,50,Online,3,0,3,1,1,99,717,-50,Urban,100
39,0,Divorced,0,1-5 years,50,0,Low,0,Liability-Only,-200,1900,1,0,0,50,Online,23,1,6,4,2,3,804,-50,Rural,0
18,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,0,0,0,0,Agent,15,1,2,3,3,4,728,-50,Rural,0
24,0,Divorced,0,>5 years,0,0,Medium,0,Full Coverage,0,2150,0,1,0,50,Online,2,1,4,1,1,12,741,-50,Urban,100
36,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2250,0,0,0,0,Referral,7,1,5,2,3,10,696,50,Suburban,50
21,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2136,0,0,0,0,Agent,2,1,5,5,1,7,656,50,Rural,0
64,1,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2400,0,0,0,0,Agent,18,0,4,1,1,99,642,50,Urban,100
18,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Online,3,1,6,1,1,9,667,50,Urban,100
33,0,Single,0,>5 years,0,1,Medium,100,Full Coverage,0,2250,0,0,1,50,Agent,23,0,9,2,1,99,786,-50,Urban,100
41,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,1,0,50,Online,23,0,2,2,3,99,800,-50,Urban,100
61,1,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2236,0,0,0,0,Referral,18,0,4,3,2,99,751,-50,Suburban,50
18,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,1,0,50,Online,18,0,6,1,1,99,703,-50,Urban,100
57,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Agent,19,1,4,1,1,6,749,-50,Urban,100
40,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,0,0,0,0,Online,29,1,3,3,1,7,750,-50,Urban,100
25,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2386,0,0,0,0,Online,8,0,6,3,3,99,643,50,Suburban,50
46,0,Single,0,>5 years,0,2,Low,100,Liability-Only,-200,2200,0,0,0,0,Online,18,0,5,2,3,99,655,50,Urban,100
42,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2186,0,0,0,0,Online,12,1,5,5,1,4,755,-50,Urban,100
30,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,1,0,50,Online,12,0,6,3,1,99,747,-50,Urban,100
41,0,Single,0,1-5 years,50,2,Low,100,Full Coverage,0,2450,0,0,0,0,Online,4,1,4,3,2,9,676,50,Urban,100
34,0,Married,86,<1 year,100,1,High,200,Full Coverage,0,2686,0,0,0,0,Referral,22,1,6,3,3,1,698,50,Urban,100
41,0,Divorced,0,>5 years,0,0,Medium,0,Liability-Only,-200,1950,0,0,0,0,Agent,11,0,9,0,1,99,709,-50,Suburban,50
49,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2186,0,0,0,0,Agent,13,1,5,5,3,5,727,-50,Urban,100
63,1,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2136,1,0,0,50,Agent,15,1,6,1,3,7,655,50,Suburban,50
21,0,Divorced,0,>5 years,0,0,Low,0,Full Coverage,0,2200,0,0,0,0,Online,21,1,4,2,1,10,710,-50,Urban,100
71,1,Single,0,>5 years,0,3,Medium,300,Liability-Only,-200,2250,0,0,0,0,Agent,10,0,4,3,1,99,747,-50,Suburban,50
18,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,1,0,50,Online,29,1,7,1,2,1,654,50,Rural,0
37,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2236,1,0,0,50,Online,3,1,4,2,2,9,706,-50,Rural,0
48,0,Single,0,>5 years,0,0,Low,0,Full Coverage,0,2150,1,0,1,100,Online,10,0,1,1,3,99,690,50,Suburban,50
44,0,Widowed,0,<1 year,100,0,High,0,Full Coverage,0,2200,1,1,0,100,Online,19,0,3,1,1,99,775,-50,Urban,100
30,0,Divorced,0,1-5 years,50,1,Low,50,Full Coverage,0,2350,1,0,0,50,Online,8,1,5,4,3,14,674,50,Urban,100
36,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,0,0,0,0,Agent,4,0,3,1,2,99,704,-50,Suburban,50
32,0,Widowed,0,1-5 years,50,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,15,0,4,2,3,99,767,-50,Urban,100
31,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,0,1,1,100,Agent,19,1,3,1,1,2,789,-50,Urban,100
52,0,Married,86,>5 years,0,1,Low,50,Liability-Only,-200,2136,0,0,0,0,Online,4,0,5,1,3,99,714,-50,Urban,100
45,0,Divorced,0,>5 years,0,0,Low,0,Liability-Only,-200,1850,0,1,0,50,Online,25,0,4,3,1,99,744,-50,Rural,0
29,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2436,0,0,0,0,Online,19,0,9,3,2,99,645,50,Urban,100
53,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,1,1,0,100,Online,28,1,1,7,2,9,703,-50,Urban,100
44,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,1,1,0,100,Agent,5,0,5,3,1,99,688,50,Suburban,50
52,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2336,0,1,0,50,Online,26,1,8,1,1,10,693,50,Urban,100
49,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2200,0,0,0,0,Agent,9,0,3,2,1,99,757,-50,Suburban,50
27,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,1,0,0,50,Online,12,1,3,3,3,10,673,50,Suburban,50
31,0,Married,86,1-5 years,50,2,Low,100,Full Coverage,0,2386,0,1,0,50,Agent,23,0,2,2,2,99,749,-50,Urban,100
51,0,Single,0,<1 year,100,0,Low,0,Liability-Only,-200,2100,0,0,1,50,Online,18,1,0,3,2,2,594,50,Suburban,50
49,0,Widowed,0,<1 year,100,1,Low,50,Liability-Only,-200,2050,0,0,0,0,Online,6,1,5,3,1,1,714,-50,Rural,0
39,0,Divorced,0,<1 year,100,0,Low,0,Full Coverage,0,2350,0,0,0,0,Online,30,0,7,3,3,99,667,50,Suburban,50
41,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2286,0,1,0,50,Online,25,1,5,3,1,5,658,50,Rural,0
59,1,Widowed,0,>5 years,0,1,Low,50,Liability-Only,-200,2050,1,1,0,100,Online,28,1,4,1,2,6,686,50,Urban,100
31,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2250,0,1,0,50,Agent,6,0,4,1,2,99,720,-50,Urban,100
48,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2036,0,1,0,50,Online,19,0,6,1,1,99,732,-50,Rural,0
36,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,0,1,1,100,Online,5,1,1,0,1,11,733,-50,Urban,100
36,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,0,0,0,0,Online,5,0,5,1,2,99,737,-50,Suburban,50
56,1,Single,0,<1 year,100,0,High,0,Full Coverage,0,2250,0,1,0,50,Referral,27,1,6,2,1,11,840,-50,Urban,100
52,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2236,0,1,0,50,Online,22,1,4,3,1,10,651,50,Urban,100
52,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2300,0,1,0,50,Online,5,1,7,2,1,11,679,50,Urban,100
59,1,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,1,0,0,50,Referral,17,1,5,2,3,8,620,50,Urban,100
40,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2050,0,1,1,100,Online,20,1,5,2,1,12,715,-50,Rural,0
50,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2236,1,0,1,100,Referral,14,0,5,3,2,99,715,-50,Suburban,50
35,0,Widowed,0,>5 years,0,0,Medium,0,Full Coverage,0,2250,0,0,0,0,Online,16,0,5,5,2,99,659,50,Suburban,50
44,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2150,0,1,0,50,Online,22,0,4,3,1,99,740,-50,Suburban,50
38,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2386,0,0,0,0,Online,13,1,3,3,1,5,679,50,Rural,0
41,0,Married,86,1-5 years,50,1,High,200,Liability-Only,-200,2286,1,0,0,50,Agent,9,0,5,1,1,99,751,-50,Urban,100
48,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2236,0,0,0,0,Online,28,0,3,0,1,99,655,50,Urban,100
27,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2150,0,1,0,50,Agent,14,1,6,3,2,11,798,-50,Urban,100
71,1,Single,0,1-5 years,50,1,Low,50,Liability-Only,-200,2050,0,1,1,100,Online,13,1,7,2,2,6,691,50,Suburban,50
24,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2336,1,0,1,100,Agent,15,1,3,2,2,5,684,50,Urban,100
21,0,Married,86,>5 years,0,1,Medium,100,Liability-Only,-200,2136,0,0,0,0,Online,1,0,4,2,2,99,758,-50,Suburban,50
57,1,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,1986,1,1,0,100,Online,16,1,6,3,3,10,717,-50,Suburban,50
51,0,Widowed,0,>5 years,0,1,Medium,100,Full Coverage,0,2200,1,1,0,100,Online,23,0,4,1,3,99,687,50,Rural,0
49,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,0,0,0,0,Agent,30,0,8,2,1,99,577,50,Rural,0
49,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Online,18,1,4,1,3,6,690,50,Urban,100
39,0,Married,86,<1 year,100,0,Low,0,Liability-Only,-200,2136,0,0,0,0,Agent,18,1,8,5,2,2,749,-50,Suburban,50
26,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2386,0,0,0,0,Online,11,1,3,3,3,3,642,50,Suburban,50
41,0,Widowed,0,1-5 years,50,1,Medium,100,Full Coverage,0,2250,0,0,0,0,Online,4,1,2,1,1,12,803,-50,Rural,0
29,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2186,0,0,0,0,Online,14,1,6,1,3,9,803,-50,Urban,100
54,0,Widowed,0,1-5 years,50,0,Low,0,Full Coverage,0,2300,1,0,0,50,Agent,12,1,4,1,2,2,672,50,Urban,100
37,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2036,0,0,0,0,Online,7,1,9,1,3,2,765,-50,Rural,0
27,0,Married,86,1-5 years,50,2,Low,100,Liability-Only,-200,2286,0,0,0,0,Agent,27,0,3,3,3,99,642,50,Suburban,50
35,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2100,0,1,1,100,Online,25,1,5,3,1,3,709,-50,Suburban,50
46,0,Widowed,0,<1 year,100,1,Low,50,Full Coverage,0,2400,1,0,0,50,Agent,29,1,5,3,3,8,626,50,Urban,100
31,0,Widowed,0,1-5 years,50,1,Low,50,Full Coverage,0,2200,0,0,0,0,Online,7,1,4,1,1,1,748,-50,Rural,0
27,0,Married,86,1-5 years,50,1,Low,50,Liability-Only,-200,2086,0,0,0,0,Referral,15,1,8,1,2,10,702,-50,Rural,0
43,0,Married,86,1-5 years,50,2,Medium,200,Liability-Only,-200,2336,0,0,0,0,Agent,19,0,7,1,1,99,659,50,Rural,0
43,0,Single,0,<1 year,100,1,Low,50,Full Coverage,0,2350,0,0,0,0,Online,9,1,1,2,2,5,715,-50,Urban,100
32,0,Single,0,1-5 years,50,0,Low,0,Liability-Only,-200,1950,0,0,0,0,Agent,20,1,2,2,3,2,738,-50,Rural,0
32,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2150,0,0,1,50,Referral,16,0,11,2,1,99,735,-50,Rural,0
43,0,Married,86,>5 years,0,0,Medium,0,Full Coverage,0,2136,1,1,0,100,Online,12,1,2,1,3,9,840,-50,Suburban,50
18,0,Married,86,1-5 years,50,0,Medium,0,Liability-Only,-200,2086,1,0,0,50,Online,29,1,5,1,1,11,721,-50,Urban,100
18,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2150,1,0,1,100,Online,30,1,0,1,2,2,757,-50,Suburban,50
29,0,Divorced,0,<1 year,100,1,Low,50,Liability-Only,-200,2100,0,1,0,50,Referral,22,0,4,2,1,99,772,-50,Urban,100
36,0,Single,0,<1 year,100,0,Medium,0,Full Coverage,0,2300,0,0,0,0,Online,4,0,5,0,2,99,762,-50,Urban,100
44,0,Married,86,1-5 years,50,0,Low,0,Full Coverage,0,2336,0,0,0,0,Agent,3,1,6,4,2,2,769,-50,Urban,100
62,1,Widowed,0,<1 year,100,0,Low,0,Full Coverage,0,2400,0,0,0,0,Online,17,1,3,6,3,8,666,50,Urban,100
52,0,Single,0,1-5 years,50,0,Low,0,Full Coverage,0,2250,1,1,0,100,Online,18,1,7,1,2,1,664,50,Urban,100
37,0,Divorced,0,1-5 years,50,0,Low,0,Full Coverage,0,2350,0,0,0,0,Agent,16,0,8,3,1,99,696,50,Urban,100
39,0,Widowed,0,>5 years,0,0,Low,0,Full Coverage,0,2050,1,0,0,50,Referral,3,1,4,1,3,6,743,-50,Rural,0
24,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2200,0,0,0,0,Agent,12,0,6,1,1,99,744,-50,Suburban,50
39,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2300,0,0,0,0,Online,24,1,6,1,3,11,706,-50,Urban,100
35,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2186,0,1,0,50,Agent,26,1,6,1,3,3,756,-50,Suburban,50
44,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2386,1,0,0,50,Agent,11,1,5,1,2,2,681,50,Suburban,50
27,0,Married,86,>5 years,0,0,Low,0,Full Coverage,0,2236,0,1,0,50,Online,23,1,3,2,3,13,736,-50,Urban,100
47,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Agent,24,1,9,1,1,6,667,50,Suburban,50
62,1,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,1936,0,1,1,100,Referral,1,1,5,6,1,10,724,-50,Rural,0
38,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2186,0,0,0,0,Online,4,1,3,4,2,9,612,50,Suburban,50
46,0,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2236,0,1,1,100,Referral,29,1,7,2,3,9,829,-50,Urban,100
50,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2286,0,1,1,100,Online,14,0,3,1,3,99,729,-50,Urban,100
33,0,Married,86,>5 years,0,1,High,200,Full Coverage,0,2386,0,0,0,0,Agent,6,0,3,0,1,99,763,-50,Rural,0
43,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2336,0,0,0,0,Online,9,1,3,4,3,2,709,-50,Suburban,50
40,0,Single,0,1-5 years,50,0,Medium,0,Liability-Only,-200,1950,0,1,0,50,Agent,2,1,3,3,2,11,726,-50,Suburban,50
41,0,Single,0,>5 years,0,1,Low,50,Liability-Only,-200,2050,0,0,0,0,Online,14,0,6,1,1,99,714,-50,Urban,100
28,0,Married,86,1-5 years,50,1,Low,50,Full Coverage,0,2336,0,1,0,50,Online,8,0,7,1,1,99,755,-50,Urban,100
40,0,Single,0,>5 years,0,1,Low,50,Full Coverage,0,2300,0,1,0,50,Online,21,1,3,1,1,5,676,50,Urban,100
47,0,Divorced,0,<1 year,100,1,Low,50,Full Coverage,0,2350,0,0,0,0,Online,29,0,5,4,1,99,788,-50,Urban,100
61,1,Married,86,>5 years,0,1,Low,50,Full Coverage,0,2336,0,0,0,0,Online,1,1,8,0,1,5,706,-50,Urban,100
54,0,Single,0,1-5 years,50,1,Low,50,Full Coverage,0,2200,0,1,0,50,Online,19,0,6,0,2,99,727,-50,Suburban,50
72,1,Widowed,0,<1 year,100,0,Low,0,Full Coverage,0,2200,0,1,0,50,Agent,5,0,6,1,3,99,758,-50,Suburban,50
28,0,Divorced,0,>5 years,0,0,Low,0,Liability-Only,-200,2050,0,0,0,0,Online,3,1,6,1,3,10,684,50,Suburban,50
53,0,Married,86,1-5 years,50,0,Low,0,Liability-Only,-200,2036,0,0,0,0,Referral,24,0,2,1,2,99,723,-50,Rural,0
42,0,Single,0,<1 year,100,0,Low,0,Full Coverage,0,2200,0,1,0,50,Online,29,0,5,0,3,99,739,-50,Suburban,50
72,1,Married,86,<1 year,100,1,Low,50,Liability-Only,-200,2136,1,1,0,100,Online,5,1,2,2,1,13,749,-50,Urban,100
27,0,Single,0,1-5 years,50,0,Medium,0,Full Coverage,0,2250,1,1,0,100,Online,6,0,5,0,3,99,685,50,Urban,100
27,0,Widowed,0,>5 years,0,1,Low,50,Liability-Only,-200,2000,1,0,0,50,Online,27,1,9,1,2,7,702,-50,Urban,100
31,0,Single,0,<1 year,100,1,Low,50,Liability-Only,-200,2100,0,0,0,0,Online,17,1,6,0,2,7,713,-50,Suburban,50
18,0,Single,0,1-5 years,50,0,High,0,Full Coverage,0,2300,1,0,0,50,Agent,8,1,4,4,1,1,664,50,Urban,100
32,0,Married,86,<1 year,100,0,Low,0,Full Coverage,0,2386,0,1,0,50,Online,6,1,5,1,3,2,653,50,Suburban,50
28,0,Widowed,0,>5 years,0,0,Low,0,Liability-Only,-200,2050,0,1,0,50,Online,22,0,5,1,2,99,574,50,Urban,100
